Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,08/01/2025,"Online Realtime Transfer to Taxes  3485 transaction#: 25698061984 reference#: 9698061984RX 08/01",-300.00,ACCT_XFER,1894.91,,
DEBIT,08/01/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              08/01",-100.00,DEBIT_CARD,2194.91,,
DEBIT,08/01/2025,"Zelle payment to ROSS YENERICH JPM99bhq3ylh",-25.00,CHASE_TO_PARTNERFI,2294.91,,
DEBIT,08/01/2025,"PAYPAL *IOTSOLUTION 402-935-7733 CA          08/01",-21.88,DEBIT_CARD,2319.91,,
DEBIT,07/31/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,2341.79,,
DEBIT,07/31/2025,"Online Transfer to CHK ...0068 transaction#: 25674615335 07/31",-100.00,ACCT_XFER,2356.79,,
DEBIT,07/31/2025,"Online Transfer to CHK ...0068 transaction#: 25672810360 07/31",-200.00,ACCT_XFER,2456.79,,
DEBIT,07/31/2025,"Online Transfer to CHK ...0068 transaction#: 25671763248 07/31",-300.00,ACCT_XFER,2656.79,,
DEBIT,07/31/2025,"PAYPAL *IOTSOLUTION 402-935-7733 CA          07/31",-7.00,DEBIT_CARD,2956.79,,
CREDIT,07/31/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023260235 EED:250731   IND ID:ST-Y1F3P2U8S8X7              IND NAME:MARK GUNDRUM TRN: 2123260235TC",1072.97,ACH_CREDIT,2963.79,,
DEBIT,07/30/2025,"MYFICO.COM WWW.MYFICO.CO MT                  07/30",-29.95,DEBIT_CARD,1890.82,,
DEBIT,07/29/2025,"Online Transfer to CHK ...0068 transaction#: 25655076308 07/29",-200.00,ACCT_XFER,1920.77,,
DEBIT,07/29/2025,"Zelle payment to cheezit 25654447150",-50.00,QUICKPAY_DEBIT,2120.77,,
DEBIT,07/29/2025,"Online Transfer to CHK ...0068 transaction#: 25653979638 07/29",-1000.00,ACCT_XFER,2170.77,,
DEBIT,07/29/2025,"Online Transfer to CHK ...0068 transaction#: 25648251666 07/29",-300.00,ACCT_XFER,3170.77,,
CREDIT,07/29/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015844793 EED:250729   IND ID:ST-O9B3G3Z7B6D4              IND NAME:MARK GUNDRUM TRN: 2105844793TC",570.10,ACH_CREDIT,3470.77,,
CREDIT,07/29/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0Z3Y9846",1000.00,PARTNERFI_TO_CHASE,2900.67,,
DEBIT,07/28/2025,"Online Transfer to CHK ...0068 transaction#: 25630868818 07/28",-100.00,ACCT_XFER,1900.67,,
DEBIT,07/28/2025,"Online Transfer to CHK ...0068 transaction#: 25620992850 07/28",-92.00,ACCT_XFER,2000.67,,
DEBIT,07/25/2025,"Online Transfer to CHK ...0068 transaction#: 25607339812 07/25",-200.00,ACCT_XFER,2092.67,,
DEBIT,07/24/2025,"Online Transfer to CHK ...0068 transaction#: 25597651539 07/24",-200.00,ACCT_XFER,2292.67,,
DEBIT,07/24/2025,"Online Transfer to CHK ...0068 transaction#: 25591397933 07/24",-200.00,ACCT_XFER,2492.67,,
CREDIT,07/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013004943 EED:250724   IND ID:ST-S9V3R6S2J3L8              IND NAME:MARK GUNDRUM TRN: 2053004943TC",1071.10,ACH_CREDIT,2692.67,,
DEBIT,07/23/2025,"FACEBK *MHQJWU45Y2 650-5434800 CA            07/23",-54.00,DEBIT_CARD,1621.57,,
DEBIT,07/23/2025,"X CORP. PAID FEATURES ABOUT.X.COM TX         07/23",-40.00,DEBIT_CARD,1675.57,,
DEBIT,07/22/2025,"ORIG CO NAME:Credit Strong          ORIG ID:5122002794 DESC DATE:072225 CO ENTRY DESCR:CSTR PAYMTSEC:WEB    TRACE#:114994036087754 EED:250722   IND ID:2227028                      IND NAME:Mark Gundrum TRN: 2036087754TC",-90.00,MISC_DEBIT,1715.57,,
DEBIT,07/22/2025,"CASH APP*CURTIS JONES Oakland CA             07/22",-7.00,DEBIT_CARD,1805.57,,
DEBIT,07/22/2025,"CASH APP*HEATHER AGAIN Oakland CA            07/21",-7.00,DEBIT_CARD,1812.57,,
CREDIT,07/22/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010357508 EED:250722   IND ID:ST-H6M1X8L1Q1D9              IND NAME:MARK GUNDRUM TRN: 2030357508TC",958.02,ACH_CREDIT,1819.57,,
DEBIT,07/21/2025,"Zelle payment to Will Naples Reviewee JPM99bgjn8xq",-7.00,CHASE_TO_PARTNERFI,861.55,,
DEBIT,07/21/2025,"CASH APP*MARCO DIEMER Oakland CA             07/21",-7.00,DEBIT_CARD,868.55,,
DEBIT,07/21/2025,"CASH APP*MARCO DIEMER Oakland CA             07/21",-7.00,DEBIT_CARD,875.55,,
DEBIT,07/21/2025,"Online Transfer to  CHK ...0068 transaction#: 25396242582 07/21",-350.00,ACCT_XFER,882.55,,
DEBIT,07/21/2025,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:250720 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000014574856 EED:250721   IND ID:1043642469366                IND NAME:MARK GUNDRUM TRN: 2024574856TC",-13.00,MISC_DEBIT,1232.55,,
DEBIT,07/21/2025,"NUV*SERPEMPIRE LAS PALMAS DE                 07/20",-79.00,DEBIT_CARD,1245.55,,
DEBIT,07/21/2025,"Online Transfer to CHK ...0068 transaction#: 25551240423 07/21",-100.00,ACCT_XFER,1324.55,,
DEBIT,07/21/2025,"Online Transfer to CHK ...0068 transaction#: 25548524797 07/21",-100.00,ACCT_XFER,1424.55,,
DEBIT,07/21/2025,"CASH APP*MARCO DIEMER Oakland CA             07/19",-7.00,DEBIT_CARD,1524.55,,
DEBIT,07/18/2025,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:250717 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000016823768 EED:250718   IND ID:1043583535382                IND NAME:MARK GUNDRUM TRN: 1996823768TC",-7.00,MISC_DEBIT,1531.55,,
DEBIT,07/18/2025,"CASH APP*MARCO DIEMER Oakland CA             07/17",-7.00,DEBIT_CARD,1538.55,,
DEBIT,07/18/2025,"INDEXSY RICHMOND BC                          07/17",-162.00,DEBIT_CARD,1545.55,,
DEBIT,07/18/2025,"CASH APP*MARCO DIEMER Oakland CA             07/17",-7.00,DEBIT_CARD,1707.55,,
DEBIT,07/18/2025,"CASH APP*MARCO DIEMER Oakland CA             07/17",-7.00,DEBIT_CARD,1714.55,,
DEBIT,07/18/2025,"PAYPAL *IOTSOLUTION 402-935-7733 CA          07/18",-27.28,DEBIT_CARD,1721.55,,
CREDIT,07/18/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018566372 EED:250718   IND ID:ST-D1Y5A3K5I3I1              IND NAME:MARK GUNDRUM TRN: 1998566372TC",361.95,ACH_CREDIT,1748.83,,
DEBIT,07/17/2025,"Online Transfer to CHK ...0068 transaction#: 25521675416 07/17",-100.00,ACCT_XFER,1386.88,,
DEBIT,07/17/2025,"Zelle payment to Alexis JPM99bg2rvw2",-240.00,CHASE_TO_PARTNERFI,1486.88,,
DEBIT,07/17/2025,"Online Transfer to CHK ...0068 transaction#: 25520322116 07/17",-300.00,ACCT_XFER,1726.88,,
DEBIT,07/17/2025,"Payment to Chase card ending in 4252 07/17",-600.00,LOAN_PMT,2026.88,,
DEBIT,07/17/2025,"ORIG CO NAME:CHUI WAH EVELYN        ORIG ID:770510487C DESC DATE:       CO ENTRY DESCR:IAT PAYPALSEC:WEB    TRACE#:091000015345335 EED:250717   IND ID:1043558990537                IND NAME:MARK GUNDRUM                                                                                                 IATCV TRN: 1985345335TC",-33.70,MISC_DEBIT,2626.88,,
DEBIT,07/17/2025,"ORIG CO NAME:CHUI WAH EVELYN        ORIG ID:770510487C DESC DATE:       CO ENTRY DESCR:IAT PAYPALSEC:WEB    TRACE#:091000015345280 EED:250717   IND ID:1043558586951                IND NAME:MARK GUNDRUM                                                                                                 IATCV TRN: 1985345280TC",-33.70,MISC_DEBIT,2660.58,,
DEBIT,07/17/2025,"LOCALRANK.SO RICHMOND BC                     07/16",-210.00,DEBIT_CARD,2694.28,,
DEBIT,07/17/2025,"SIGNALS 908-6164414 NJ                       07/16",-6.99,DEBIT_CARD,2904.28,,
DEBIT,07/17/2025,"SIGNALS 908-6164414 NJ                       07/16",-20.98,DEBIT_CARD,2911.27,,
DEBIT,07/17/2025,"SIGNALS 908-6164414 NJ                       07/16",-6.99,DEBIT_CARD,2932.25,,
DEBIT,07/17/2025,"SIGNALS 908-6164414 NJ                       07/16",-20.98,DEBIT_CARD,2939.24,,
CREDIT,07/17/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014138335 EED:250717   IND ID:ST-Y0H0O6I4N8G1              IND NAME:MARK GUNDRUM TRN: 1984138335TC",347.20,ACH_CREDIT,2960.22,,
CREDIT,07/17/2025,"Zelle payment from WILLARD CONSTRUCTION GROUP LLC BACm0rctjw58",1000.00,PARTNERFI_TO_CHASE,2613.02,,
DEBIT,07/16/2025,"INDEXSY RICHMOND BC                          07/15",-162.00,DEBIT_CARD,1613.02,,
DEBIT,07/15/2025,"Online Transfer to CHK ...0068 transaction#: 25496267699 07/15",-200.00,ACCT_XFER,1775.02,,
DEBIT,07/15/2025,"Payment to Chase card ending in 0678 07/15",-1000.00,LOAN_PMT,1975.02,,
DEBIT,07/15/2025,"APPLE COM BILL CUPERTINO CA          280737  07/15",-9.99,DEBIT_CARD,2975.02,,
DEBIT,07/15/2025,"al.Nord*Products 208-6388607 NY              07/15",-93.36,DEBIT_CARD,2985.01,,
CREDIT,07/15/2025,"ORIG CO NAME:STRIPE                 ORIG ID: 800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:043305130370276 EED:250715   IND ID:ST-Z6L8Z6G2O4J2              IND NAME:MARK GUNDRUM TRN: 1960370276TC",930.55,ACH_CREDIT,3078.37,,
CREDIT,07/15/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0Z2LKHYK",1000.00,PARTNERFI_TO_CHASE,2147.82,,
DEBIT,07/14/2025,"Online Transfer to CHK ...0068 transaction#: 25484419688 07/14",-200.00,ACCT_XFER,1147.82,,
DEBIT,07/14/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              07/14",-100.00,DEBIT_CARD,1347.82,,
DEBIT,07/14/2025,"TMOBILE*AUTO PAY 800-937-8997 WA             07/13",-55.36,DEBIT_CARD,1447.82,,
DEBIT,07/14/2025,"Online Transfer to CHK ...0068 transaction#: 25465896238 07/14",-100.00,ACCT_XFER,1503.18,,
DEBIT,07/14/2025,"CASH APP*MARCO DIEMER Oakland CA             07/12",-7.00,DEBIT_CARD,1603.18,,
DEBIT,07/14/2025,"PAYPAL *IOTSOLUTION 402-935-7733 CA          07/13",-15.70,DEBIT_CARD,1610.18,,
DEBIT,07/14/2025,"Zelle payment to Will Naples Reviewee JPM99bff12sc",-7.00,CHASE_TO_PARTNERFI,1625.88,,
DEBIT,07/14/2025,"LOCALRANK.SO RICHMOND BC                     07/11",-50.00,DEBIT_CARD,1632.88,,
DEBIT,07/14/2025,"INDEXSY RICHMOND BC                          07/11",-162.00,DEBIT_CARD,1682.88,,
DEBIT,07/14/2025,"PAYPAL *IOTSOLUTION 402-935-7733 CA          07/12",-7.00,DEBIT_CARD,1844.88,,
DEBIT,07/11/2025,"Online Transfer to CHK ...0068 transaction#: 25454254386 07/11",-100.00,ACCT_XFER,1851.88,,
DEBIT,07/11/2025,"CASH APP*MARCO DIEMER Oakland CA             07/11",-7.00,DEBIT_CARD,1951.88,,
DEBIT,07/11/2025,"INDEXSY RICHMOND BC                          07/10",-180.00,DEBIT_CARD,1958.88,,
DEBIT,07/11/2025,"LOCALRANK.SO RICHMOND BC                     07/10",-50.00,DEBIT_CARD,2138.88,,
DEBIT,07/11/2025,"CLAUDE.AI SUBSCRIPTI ANTHROPIC.COM CA        07/10",-20.00,DEBIT_CARD,2188.88,,
DEBIT,07/10/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001017067654 EED:250710   IND ID:117933216                    IND NAME:MARK GUNDRUM TRN: 1917067654TC",-48.00,MISC_DEBIT,2208.88,,
DEBIT,07/10/2025,"Payment to Chase card ending in 0678 07/10",-500.00,LOAN_PMT,2256.88,,
DEBIT,07/10/2025,"Online Transfer to CHK ...0068 transaction#: 25433142819 07/10",-200.00,ACCT_XFER,2756.88,,
DEBIT,07/10/2025,"CASH APP*MARCO DIEMER Oakland CA             07/09",-7.00,DEBIT_CARD,2956.88,,
CREDIT,07/10/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022856784 EED:250710   IND ID:ST-W9V7C3M8Y9B0              IND NAME:MARK GUNDRUM TRN: 1912856784TC",1070.52,ACH_CREDIT,2963.88,,
DEBIT,07/09/2025,"Online Transfer to CHK ...0068 transaction#: 25422539591 07/09",-200.00,ACCT_XFER,1893.36,,
CREDIT,07/09/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026460877 EED:250709   IND ID:ST-S0B6N5L4E3P8              IND NAME:MARK GUNDRUM TRN: 1906460877TC",580.25,ACH_CREDIT,2093.36,,
DEBIT,07/08/2025,"Online Transfer to CHK ...0068 transaction#: 25410373217 07/08",-200.00,ACCT_XFER,1513.11,,
DEBIT,07/08/2025,"FLOWITH.IO FLOWITH.IO CO                     07/07",-19.90,DEBIT_CARD,1713.11,,
DEBIT,07/08/2025,"MICROSOFT*STORE MICROSOFT.COM WA             07/07",-20.99,DEBIT_CARD,1733.01,,
CREDIT,07/08/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000021091642 EED:250708   IND ID:ST-G5C3J4V4R7P2              IND NAME:MARK GUNDRUM TRN: 1891091642TC",89.27,ACH_CREDIT,1754.00,,
DEBIT,07/07/2025,"Online Transfer to CHK ...0068 transaction#: 25401787285 07/07",-200.00,ACCT_XFER,1664.73,,
DEBIT,07/07/2025,"Online Transfer to  CHK ...0068 transaction#: 25226441046 07/07",-350.00,ACCT_XFER,1864.73,,
DEBIT,07/07/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        07/06",-297.00,DEBIT_CARD,2214.73,,
DEBIT,07/07/2025,"Online Transfer to CHK ...0068 transaction#: 25380238471 07/07",-200.00,ACCT_XFER,2511.73,,
DEBIT,07/07/2025,"Online Transfer to CHK ...0068 transaction#: 25379825053 07/07",-100.00,ACCT_XFER,2711.73,,
CREDIT,07/07/2025,"Zelle payment from Eddy Orozco Reyes BBT319435042",350.00,PARTNERFI_TO_CHASE,2811.73,,
DEBIT,07/03/2025,"INDEXSY RICHMOND BC                          07/02",-162.00,DEBIT_CARD,2461.73,,
DEBIT,07/03/2025,"LOCALRANK.SO RICHMOND BC                     07/02",-50.00,DEBIT_CARD,2623.73,,
DEBIT,07/03/2025,"INDEXSY RICHMOND BC                          07/02",-81.00,DEBIT_CARD,2673.73,,
DEBIT,07/03/2025,"BOOST MOBILE HTTPS://WWW.D CO                07/02",-66.62,DEBIT_CARD,2754.73,,
CREDIT,07/03/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011721827 EED:250703   IND ID:ST-G7H5B1H1D5O8              IND NAME:MARK GUNDRUM TRN: 1841721827TC",711.02,ACH_CREDIT,2821.35,,
DEBIT,07/01/2025,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         06/30META WAVE",-0.20,FEE_TRANSACTION,2110.33,,
DEBIT,07/01/2025,"Online Transfer to CHK ...0068 transaction#: 25332593578 07/01",-200.00,ACCT_XFER,2110.53,,
DEBIT,07/01/2025,"Payment to Chase card ending in 0678 07/01",-1000.00,LOAN_PMT,2310.53,,
DEBIT,07/01/2025,"Online Transfer to CHK ...0068 transaction#: 25320200390 07/01",-200.00,ACCT_XFER,3310.53,,
DEBIT,07/01/2025,"Zelle payment to ROSS YENERICH JPM99be3g9tj",-12.50,CHASE_TO_PARTNERFI,3510.53,,
DEBIT,07/01/2025,"META WAVE SOLUTIONS WYRA                     06/30 IN Rupee   576.45 X 0.01170960 (EXCHG RTE)",-6.75,DEBIT_CARD,3523.03,,
CREDIT,07/01/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000028926031 EED:250701   IND ID:ST-U3K3C3U1R8Y1              IND NAME:MARK GUNDRUM TRN: 1828926031TC",575.37,ACH_CREDIT,3529.78,,
CREDIT,07/01/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0YZ6PZMB",1000.00,PARTNERFI_TO_CHASE,2954.41,,
DEBIT,06/30/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1954.41,,
DEBIT,06/30/2025,"Online Transfer to CHK ...0068 transaction#: 25314096811 06/30",-200.00,ACCT_XFER,1969.41,,
DEBIT,06/30/2025,"Online Transfer to CHK ...0068 transaction#: 25297995141 06/30",-100.00,ACCT_XFER,2169.41,,
DEBIT,06/30/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              06/28",-100.00,DEBIT_CARD,2269.41,,
DEBIT,06/27/2025,"Online Transfer to CHK ...0068 transaction#: 25276252991 06/27",-300.00,ACCT_XFER,2369.41,,
DEBIT,06/27/2025,"PHOTOAI.COM SINGAPORE                        06/26",-99.00,DEBIT_CARD,2669.41,,
CREDIT,06/27/2025,"Zelle payment from WILLARD CONSTRUCTION GROUP LLC BACm5rqwes8p",1000.00,PARTNERFI_TO_CHASE,2768.41,,
CREDIT,06/26/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022812423 EED:250626   IND ID:ST-U5E9B4D2B3N9              IND NAME:MARK GUNDRUM TRN: 1772812423TC",711.02,ACH_CREDIT,1768.41,,
DEBIT,06/25/2025,"Online Transfer to CHK ...0068 transaction#: 25251746150 06/25",-200.00,ACCT_XFER,1057.39,,
DEBIT,06/25/2025,"Online Transfer to CHK ...0068 transaction#: 25250838090 06/25",-200.00,ACCT_XFER,1257.39,,
DEBIT,06/24/2025,"Online Transfer to CHK ...0068 transaction#: 25245750219 06/24",-160.00,ACCT_XFER,1457.39,,
DEBIT,06/24/2025,"FLOWITH.IO FLOWITH.IO CO                     06/23",-20.00,DEBIT_CARD,1617.39,,
DEBIT,06/24/2025,"INDEXSY RICHMOND BC                          06/23",-81.00,DEBIT_CARD,1637.39,,
CREDIT,06/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019242260 EED:250624   IND ID:ST-X7A5K0J5N9J6              IND NAME:MARK GUNDRUM TRN: 1759242260TC",577.25,ACH_CREDIT,1718.39,,
DEBIT,06/23/2025,"Online Transfer to CHK ...0068 transaction#: 25230548055 06/23",-600.00,ACCT_XFER,1141.14,,
DEBIT,06/23/2025,"Online Transfer to  CHK ...0068 transaction#: 25066965786 06/23",-350.00,ACCT_XFER,1741.14,,
DEBIT,06/23/2025,"ORIG CO NAME:Credit Strong          ORIG ID:5122002794 DESC DATE:062125 CO ENTRY DESCR:CSTR PAYMTSEC:WEB    TRACE#:114994031228864 EED:250623   IND ID:2138568                      IND NAME:Mark Gundrum TRN: 1741228864TC",-90.00,MISC_DEBIT,2091.14,,
DEBIT,06/23/2025,"ORIG CO NAME:VS NETTIPALVELU        ORIG ID:770510487C DESC DATE:       CO ENTRY DESCR:IAT PAYPALSEC:WEB    TRACE#:091000016335125 EED:250623   IND ID:1042998025519                IND NAME:MARK GUNDRUM                                                                                                 IATCV TRN: 1746335125TC",-33.00,MISC_DEBIT,2181.14,,
DEBIT,06/23/2025,"NUV*SERPEMPIRE LAS PALMAS DE                 06/20",-79.00,DEBIT_CARD,2214.14,,
DEBIT,06/20/2025,"Online Transfer to CHK ...0068 transaction#: 25198212221 06/20",-300.00,ACCT_XFER,2293.14,,
DEBIT,06/20/2025,"LOCALRANK.SO RICHMOND BC                     06/19",-350.00,DEBIT_CARD,2593.14,,
CREDIT,06/20/2025,"Zelle payment from Eddy Orozco Reyes BBT315328369",650.00,PARTNERFI_TO_CHASE,2943.14,,
CREDIT,06/20/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013662225 EED:250620   IND ID:ST-P4R8D6J3Y6C6              IND NAME:MARK GUNDRUM TRN: 1713662225TC",709.14,ACH_CREDIT,2293.14,,
DEBIT,06/18/2025,"Online Transfer to CHK ...0068 transaction#: 25176301526 06/18",-100.00,ACCT_XFER,1584.00,,
DEBIT,06/18/2025,"Online Transfer to CHK ...0068 transaction#: 25171868585 06/18",-100.00,ACCT_XFER,1684.00,,
DEBIT,06/18/2025,"LOCALRANK.SO RICHMOND BC                     06/17",-350.00,DEBIT_CARD,1784.00,,
DEBIT,06/18/2025,"LOCALRANK.SO RICHMOND BC                     06/17",-350.00,DEBIT_CARD,2134.00,,
DEBIT,06/18/2025,"DISCOVERABILITY.CO DISCOVERABILI PA          06/17",-89.60,DEBIT_CARD,2484.00,,
DEBIT,06/18/2025,"APPLE.COM/BILL 866-712-7753 CA               06/17",-5.24,DEBIT_CARD,2573.60,,
DEBIT,06/17/2025,"Online Transfer to CHK ...0068 transaction#: 25162630164 06/17",-50.00,ACCT_XFER,2578.84,,
DEBIT,06/17/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              06/17",-100.00,DEBIT_CARD,2628.84,,
DEBIT,06/17/2025,"MIDJOURNEY INC. MIDJOURNEY.CO CA             06/16",-10.79,DEBIT_CARD,2728.84,,
CREDIT,06/17/2025,"ORIG CO NAME:STRIPE                 ORIG ID: 800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:043305133159492 EED:250617   IND ID:ST-V9X2V3I1H1U7              IND NAME:MARK GUNDRUM TRN: 1683159492TC",177.25,ACH_CREDIT,2739.63,,
CREDIT,06/17/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0YXS6FQM",1000.00,PARTNERFI_TO_CHASE,2562.38,,
DEBIT,06/16/2025,"OUTSOURCE SHARKS, LL OUTSOURCESHAR DE        06/15",-99.00,DEBIT_CARD,1562.38,,
DEBIT,06/16/2025,"APPLE.COM/BILL 866-712-7753 CA               06/15",-9.99,DEBIT_CARD,1661.38,,
DEBIT,06/16/2025,"Online Transfer to CHK ...0068 transaction#: 25137260105 06/16",-200.00,ACCT_XFER,1671.37,,
DEBIT,06/16/2025,"Online Transfer to CHK ...0068 transaction#: 25134253375 06/16",-300.00,ACCT_XFER,1871.37,,
DEBIT,06/16/2025,"TMOBILE*AUTO PAY 800-937-8997 WA             06/13",-55.36,DEBIT_CARD,2171.37,,
DEBIT,06/13/2025,"Online Transfer to CHK ...0068 transaction#: 25118775938 06/13",-100.00,ACCT_XFER,2226.73,,
DEBIT,06/13/2025,"Online Transfer to CHK ...0068 transaction#: 25116240381 06/13",-100.00,ACCT_XFER,2326.73,,
DEBIT,06/13/2025,"DISCOVERABILITY.CO DISCOVERABILI PA          06/12",-89.60,DEBIT_CARD,2426.73,,
DEBIT,06/13/2025,"DISCOVERABILITY.CO DISCOVERABILI PA          06/12",-89.60,DEBIT_CARD,2516.33,,
CREDIT,06/13/2025,"ORIG CO NAME:STRIPE                 ORIG ID: 800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:043305139208950 EED:250613   IND ID:ST-D9J7A0O3A8J5              IND NAME:MARK GUNDRUM TRN: 1649208950TC",360.45,ACH_CREDIT,2605.93,,
DEBIT,06/12/2025,"CASH APP*VIVI Oakland CA                     06/11",-10.00,DEBIT_CARD,2245.48,,
DEBIT,06/12/2025,"DISCOVERABILITY.CO DISCOVERABILI PA          06/11",-89.60,DEBIT_CARD,2255.48,,
CREDIT,06/12/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000029593979 EED:250612   IND ID:ST-R8A6Z4S8H5E2              IND NAME:MARK GUNDRUM TRN: 1639593979TC",347.20,ACH_CREDIT,2345.08,,
DEBIT,06/11/2025,"Online Transfer to CHK ...0068 transaction#: 25091715290 06/11",-200.00,ACCT_XFER,1997.88,,
DEBIT,06/11/2025,"CASH APP*MARCO DIEMER Oakland CA             06/10",-7.00,DEBIT_CARD,2197.88,,
DEBIT,06/11/2025,"CASH APP*MARCO DIEMER Oakland CA             06/10",-10.00,DEBIT_CARD,2204.88,,
DEBIT,06/10/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001013511460 EED:250610   IND ID:116875136                    IND NAME:MARK GUNDRUM TRN: 1613511460TC",-48.00,MISC_DEBIT,2214.88,,
DEBIT,06/10/2025,"CASH APP*MARCO DIEMER Oakland CA             06/09",-7.00,DEBIT_CARD,2262.88,,
DEBIT,06/10/2025,"CASH APP*MARCO DIEMER Oakland CA             06/09",-20.00,DEBIT_CARD,2269.88,,
